Non-woody tree parts,Woody tree parts,Ground vegetation,Detritus/Decomposers,Soil,Time
37.0,452.0,69.0,81.0,1121.0,1851
15.078299602940294,417.64264454606445,39.18554821881785,60.990572979512784,1116.124972966605,1852
14.951078691308865,381.00016891982517,30.98732410466986,49.61440249305987,1105.8660994889754,1853
14.950412800286594,350.0336040849639,28.734549581452416,44.664957199624624,1093.8206873442268,1854
14.95040164073877,323.90087413917587,28.1140606982672,42.07465689864986,1081.1648985023473,1855
14.950401804790607,301.8482900257753,27.94501151318007,40.396827744557264,1068.2912343206717,1856
14.950401843661849,283.2378805365047,27.898458688313948,39.134864034062765,1055.356034817841,1857
14.95040182021953,267.53442570395225,27.88541276046973,38.11575586743193,1042.4379409109333,1858
14.950401821701906,254.27661956227337,27.881582940002183,37.26859108157533,1029.5886777495168,1859
14.950401823104132,243.1021486275129,27.88098322914913,36.559564977105396,1016.8434267483066,1860
14.950401822182668,233.6756465295584,27.880630871569497,35.96186906892049,1004.2334416551422,1861
14.950401821970617,225.68670025892763,27.88047977416982,35.45561535670629,991.7861668347762,1862
14.950401822138284,218.95216062474083,27.88045626999527,35.02905938435759,979.5151113784867,1863
14.950401822355976,213.28887843611824,27.88048669209101,34.670456695769154,967.433784377552,1864
14.950401822294223,208.5137589381903,27.8804973820809,34.36806629803026,955.5556894233899,1865
14.950401822242304,204.49801318220167,27.88048595067111,34.11372405696041,943.8886134897825,1866
14.950401822219789,201.07440124879807,27.880479752768814,33.89689212874401,932.4438063238589,1867
14.95040182221767,198.17684639992447,27.880477426983184,33.71338322987832,921.2223153363173,1868
14.950401822226935,195.7392718975259,27.8804776119234,33.5590100768606,910.2251879378562,1869
14.950401822238579,193.69560100354727,27.88047894619864,33.42958538618812,899.4534715391738,1870
14.950401822243593,191.97975697993357,27.880480068418077,33.32092187435814,888.9082135509689,1871
14.950401822236435,190.53234963465235,27.880479796054853,33.22925604594301,878.5899675960566,1872
14.950401822234326,189.31088654676844,27.880479360955142,33.15189908227854,868.4974351682711,1873
14.950401822233236,188.26463063390568,27.880479100976693,33.08563844285459,858.6295087570014,1874
14.950401822232916,187.3757534122905,27.88047897894117,33.02934496796526,848.9828161279498,1875
14.950401822233118,186.62642639814928,27.880478957670245,32.98188949790467,839.5539850468185,1876
14.9504018222336,185.99882110770844,27.880478999985584,32.942142872966926,830.3396432793097,1877
14.950401822234111,185.47510905719437,27.880479068708862,32.908975933446136,821.3364185911256,1878
14.95040182223441,185.03746176283352,27.880479126661736,32.88125951963641,812.5409387479682,1879
14.950401822234248,184.6680507408523,27.880479136665887,32.85786447183185,803.9498315155398,1880
14.950401822233964,184.35850444954826,27.880479105775912,32.83826062439966,795.5601272139089,1881
14.950401822233896,184.09391511627322,27.88047908758874,32.82150395592229,787.3668385337553,1882
14.950401822233855,183.8652874660649,27.880479075403468,32.807024777992595,779.3656157371784,1883
14.950401822233834,183.66946031657798,27.88047906826117,32.79462288888387,771.5526181310107,1884
14.95040182223383,183.5032724854671,27.880479065202913,32.78409808686942,763.9240050220851,1885
14.950401822233838,183.36356279038702,27.880479065269768,32.77525017022252,756.4759357172344,1886
14.950401822233854,183.2471700489924,27.8804790675028,32.76787893721647,749.2045695232912,1887
14.950401822233871,183.1509330789379,27.880479070943085,32.761784186124565,742.1060657470882,1888
14.95040182223389,183.07169069787824,27.880479074631687,32.7567657152201,735.1765836954585,1889
14.950401822233902,183.0062817234681,27.880479077609678,32.75262332277635,728.4122826752345,1890
14.950401822233902,182.9515449733622,27.880479078918125,32.749156807066626,721.809321993249,1891
14.950401822233887,182.90431926521518,27.8804790775981,32.74616596636422,715.3638609563349,1892
14.95040182223388,182.86548382225476,27.88047907600154,32.74370648663354,709.0765530812808,1893
14.950401822233879,182.83185513075358,27.880479075112387,32.74157675550719,702.9383329099336,1894
14.950401822233877,182.80213343291445,27.880479074416282,32.73969445748505,696.9447031415868,1895
14.950401822233875,182.7760630360773,27.88047907389423,32.73804339933026,691.0928249142114,1896
14.950401822233875,182.75338824758205,27.88047907352723,32.73660738780594,685.3798593657776,1897
14.950401822233875,182.73385337476867,27.880479073296296,32.7353702296752,679.802967634256,1898
14.950401822233875,182.7172027249771,27.88047907318243,32.73431573170117,674.3593108576172,1899
14.950401822233875,182.70318060554732,27.88047907316663,32.733427700646985,669.0460501738315,1900
14.950401822233875,182.69153132381925,27.88047907322991,32.732689943275744,663.8603467208696,1901
14.950401822233877,182.6819991871328,27.880479073353268,32.732086266350585,658.799361636702,1902
14.950401822233877,182.67432850282796,27.880479073517716,32.73160047663463,653.8602560592991,1903
14.950401822233877,182.66826357824465,27.88047907370425,32.73121638089099,649.0401911266315,1904
14.950401822233879,182.66354872072282,27.880479073893884,32.7309177858828,644.3363279766696,1905
14.950401822233879,182.65992823760243,27.88047907406762,32.730688498373176,639.7458277473842,1906
14.950401822233879,182.65714643622343,27.880479074206455,32.73051232512524,635.2658515767454,1907
14.950401822233879,182.65494762392572,27.880479074291404,32.73037307290212,630.8935606027239,1908
14.950401822233879,182.65307610804928,27.88047907430347,32.730254548466924,626.6261159632904,1909
14.950401822233879,182.65127619593403,27.88047907422365,32.7301405585828,622.4606787964151,1910
14.950401822233877,182.64939324343015,27.880479074067182,32.73002130954972,618.398642585856,1911
14.950401822233877,182.64793061395181,27.88047907402896,32.7299286800897,614.4503778064706,1912
14.950401822233877,182.64658390291757,27.880479073994962,32.729843391836944,610.5912218197523,1913
14.950401822233877,182.6453486057101,27.880479073964988,32.729765159510364,606.8197145953948,1914
14.950401822233877,182.6442202177122,27.880479073938826,32.7296936978289,603.1343961030922,1915
14.950401822233877,182.64319423430652,27.880479073916273,32.72962872151148,599.5338063125386,1916
14.950401822233877,182.64226615087583,27.88047907389713,32.729569945277035,596.0164851934276,1917
14.950401822233877,182.64143146280284,27.880479073881183,32.72951708384449,592.5809727154533,1918
14.950401822233877,182.64068566547027,27.880479073868237,32.72946985193278,589.2258088483098,1919
14.950401822233877,182.64002425426085,27.880479073858076,32.72942796426082,585.9495335616908,1920
14.950401822233877,182.6394427245573,27.880479073850506,32.729391135547566,582.7506868252905,1921
14.950401822233877,182.63893657174236,27.88047907384531,32.72935908051193,579.6278086088025,1922
14.950401822233877,182.63850129119874,27.880479073842295,32.729331513872836,576.579438881921,1923
14.950401822233877,182.63813237830914,27.88047907384125,32.72930815034923,573.6041176143399,1924
14.950401822233877,182.6378253284563,27.88047907384197,32.729288704660036,570.700384775753,1925
14.950401822233877,182.637575637023,27.88047907384425,32.729272891524175,567.8667803358544,1926
14.950401822233877,182.63737879939185,27.880479073847887,32.72926042566059,565.1018442643381,1927
14.950401822233877,182.63723031094568,27.880479073852676,32.7292510217882,562.4041165308978,1928
14.950401822233877,182.63712566706715,27.88047907385841,32.72924439462594,559.7721371052276,1929
14.950401822233877,182.63706036313903,27.880479073864883,32.72924025889274,557.2044459570214,1930
14.950401822233877,182.637029894544,27.880479073871896,32.72923832930753,554.6995830559732,1931
14.950401822233877,182.63702975666482,27.88047907387924,32.72923832058923,552.256088371777,1932
14.950401822233877,182.6370554448842,27.880479073886708,32.72923994745678,549.8725018741264,1933
14.950401822233877,182.63710245458483,27.880479073894097,32.72924292462911,547.5473635327157,1934
14.950401822233877,182.6371662811495,27.880479073901206,32.72924696682515,545.2792133172388,1935
14.950401822233877,182.63724241996087,27.88047907390782,32.729251788763825,543.0665911973895,1936
14.950401822233877,182.6373263664017,27.880479073913747,32.729257105164066,540.9080371428618,1937
14.950401822233877,182.63741361585474,27.880479073918774,32.7292626307448,538.8020911233496,1938
14.950401822233877,182.63749966370264,27.880479073922697,32.72926808022496,536.747293108547,1939
14.950401822233877,182.63758000532818,27.88047907392531,32.72927316832348,534.7421830681477,1940
14.950401822233877,182.63765013611408,27.880479073926413,32.72927760975928,532.7853009718459,1941
14.950401822233877,182.63770555144302,27.880479073925798,32.7292811192513,530.8751867893353,1942
14.950401822233877,182.6377417466978,27.880479073923258,32.72928341151846,529.01038049031,1943
14.950401822233877,182.63775421726106,27.88047907391859,32.72928420127969,527.1894220444639,1944
14.950401822233877,182.63773845851557,27.880479073911587,32.72928320325393,525.4108514214909,1945
14.950401822233877,182.6376936929825,27.88047907390344,32.72928036820506,523.6766458653238,1946
14.950401822233877,182.637656340566,27.880479073902098,32.72927800264679,522.0000119050252,1947
14.950401822233877,182.63762137743325,27.88047907390087,32.729275788403804,520.3596963419291,1948
14.950401822233877,182.63758873182414,27.880479073899743,32.72927372093148,518.7551696169866,1949
14.950401822233877,182.63755833197854,27.88047907389872,32.729271795685186,517.1859021711485,1950
14.950401822233877,182.63753010613632,27.880479073897796,32.729270008120295,515.6513644453661,1951
14.950401822233877,182.6375039825374,27.880479073896964,32.729268353692184,514.1510268805902,1952
14.950401822233877,182.6374798894216,27.880479073896225,32.72926682785622,512.6843599177716,1953
14.950401822233877,182.63745775502886,27.88047907389557,32.729265426067776,511.2508339978615,1954
14.950401822233877,182.637437507599,27.880479073895003,32.729264143782224,509.84991956181074,1955
14.950401822233877,182.63741907537195,27.88047907389451,32.72926297645494,508.48108705057035,1956
14.950401822233877,182.63740238658758,27.880479073894094,32.72926191954129,507.1438069050912,1957
14.950401822233877,182.63738736948574,27.880479073893746,32.72926096849664,505.83754956632436,1958
14.950401822233877,182.6373739523063,27.88047907389347,32.729260118776374,504.56178547522074,1959
14.950401822233877,182.63736206328917,27.88047907389325,32.72925936583586,503.31598507273134,1960
14.950401822233877,182.63735163067426,27.880479073893095,32.72925870513046,502.0996187998071,1961
14.950401822233877,182.63734258270136,27.880479073892996,32.72925813211556,500.91215709739896,1962
14.950401822233877,182.63733484761045,27.880479073892946,32.72925764224653,499.75307040645794,1963
14.950401822233877,182.63732835364132,27.880479073892943,32.72925723097874,498.62182916793495,1964
14.950401822233877,182.6373230290339,27.88047907389298,32.729256893767555,497.517903822781,1965
14.950401822233877,182.63731880202803,27.880479073893063,32.729256626068356,496.440764811947,1966
14.950401822233877,182.63731560086364,27.88047907389318,32.72925642333651,495.389882576384,1967
14.950401822233877,182.63731335378057,27.88047907389333,32.72925628102738,494.36472755704295,1968
14.950401822233877,182.6373119890187,27.880479073893508,32.72925619459636,493.3647701948747,1969
14.950401822233877,182.63731143481797,27.880479073893706,32.72925615949881,492.38948093083036,1970
14.950401822233877,182.63731161941817,27.88047907389393,32.729256171190094,491.43833020586084,1971
14.950401822233877,182.63731247105923,27.880479073894165,32.729256225125596,490.51078846091707,1972
14.950401822233877,182.637313917981,27.880479073894417,32.72925631676068,489.6063261369501,1973
14.950401822233877,182.6373158884234,27.880479073894673,32.729256441550724,488.72441367491075,1974
14.950401822233877,182.63731831062626,27.880479073894936,32.729256594951096,487.8645215157501,1975
14.950401822233877,182.63732111282948,27.880479073895202,32.72925677241717,487.0261201004191,1976
14.950401822233877,182.63732422327294,27.88047907389546,32.72925696940432,486.2086798698687,1977
14.950401822233877,182.63732757019653,27.880479073895714,32.729257181367906,485.4116712650499,1978
14.950401822233877,182.63733108184013,27.880479073895955,32.72925740376331,484.6345647269136,1979
14.950401822233877,182.6373346864436,27.880479073896186,32.72925763204591,483.8768306964108,1980
14.950401822233877,182.6373383122468,27.880479073896392,32.72925786167106,483.1379396144925,1981
14.950401822233877,182.63734188748967,27.88047907389658,32.72925808809415,482.41736192210965,1982
14.950401822233877,182.63734534041205,27.880479073896737,32.72925830677054,481.71456806021314,1983
14.950401822233877,182.6373485992538,27.88047907389687,32.72925851315561,481.029028469754,1984
14.950401822233877,182.63735159225484,27.88047907389696,32.72925870270472,480.3602135916832,1985
14.950401822233877,182.63735424765503,27.880479073897018,32.72925887087325,479.70759386695164,1986
