Year,meanBTT,medianBTT
1851,15.57522123893805,2.2891983942520575
1852,20.934488780384893,3.2627780802325357
1853,22.750154840276224,3.1000000000000005
1854,23.366451210953056,2.4918810444825428
1855,23.503890342191358,2.102472432097191
1856,23.457007229006674,1.8882442862379611
1857,23.330062881051,1.7745222922937522
1858,23.159514805404434,1.653741009413851
1859,22.960640481747866,1.5543435271963937
1860,22.741089165483174,1.5000000000000002
1861,22.507160284217697,1.4499999999999995
1862,22.263587199461167,1.3713360021431842
1863,22.01361076447035,1.341801472554018
1864,21.759382368560402,1.3129500633697904
1865,21.50326113550576,1.284177763374919
1866,21.24678400383278,1.2594718490822565
1867,20.992506630699395,1.2382953888880723
1868,20.740848754970465,1.2196427161221828
1869,20.491980533235925,1.2031317110881032
1870,20.246334112315743,1.1885157686989791
1871,20.00440779725128,1.175550379452687
1872,19.7666074587734,1.1639937224023393
1873,19.53301218949693,1.153541194997536
1874,19.30425967139854,1.1441660261839048
1875,19.079492064596874,1.1354914068325785
1876,18.85857701159527,1.1274792126842097
1877,18.641533501277873,1.1200583207822712
1878,18.428373628610068,1.1131887998487184
1879,18.219099614993,1.106798084197289
1880,18.013701284980414,1.1008407736854353
1881,17.811992915611462,1.0952337601764661
1882,17.613861388557517,1.0899619889386516
1883,17.419111893066496,1.0849627832159734
1884,17.227722992815174,1.0801878149671706
1885,17.039348090733924,1.075618742645525
1886,16.85395873193184,1.071251793668431
1887,16.67152024317891,1.0670682304974197
1888,16.491991788782133,1.0630585522402973
1889,16.31532644981369,1.059216279390953
1890,16.141471325758122,1.0555229838165017
1891,15.9703676576203,1.0519724172731784
1892,15.801950971521142,1.0485441521837744
1893,15.63616130905134,1.0452225973277853
1894,15.472952560704902,1.0420238059927998
1895,15.31218774106753,1.0389300093637308
1896,15.153830469817613,1.035919450966062
1897,14.997863074510542,1.033006753780241
1898,14.844265658836107,1.0301738632699948
1899,14.69301621929254,1.0274222930343877
1900,14.54409076046549,1.0247470382882176
1901,14.397463408755911,1.0221592516765265
1902,14.253106524407077,1.0196340077081691
1903,14.11099081168663,1.0335230370912674
1904,13.971085427086065,1.0310340256551982
1905,13.833358085405845,1.0286214224332109
1906,13.697775163600811,1.0262744395998316
1907,13.564301802266653,1.0239843958932342
1908,13.432865518926583,1.0217646747111049
1909,13.30350735257165,1.0196036404275313
1910,13.176211638809999,1.0174956192422364
1911,13.051010025525315,1.0154502292613194
1912,12.928060472278636,1.013443342551161
1913,12.8069999444595,1.011502335621808
1914,12.687814833594963,1.0096184469096232
1915,12.570491075389025,1.007768305621878
1916,12.45501419203767,1.005978963125341
1917,12.341369333596967,1.004220121917289
1918,12.229541318379152,1.0025125687434022
1919,12.119514672352736,1.000849742132904
1920,12.011273667523763,0.9992185255616859
1921,11.904802359276331,0.9976309075228845
1922,11.800084622651472,0.9960878052154386
1923,11.697104187544598,0.994570248677551
1924,11.595844672802741,0.9931093221394239
1925,11.496289619203651,0.9916713475390438
1926,11.398422521300065,0.9902782131949822
1927,11.302226858113114,0.9889150381586032
1928,11.207686122660181,0.9875863607078736
1929,11.114775422929474,0.9862963387682516
1930,11.023087121225027,0.9850325904696887
1931,10.933090251993928,0.983802681106343
1932,10.844750239644961,0.982614937192005
1933,10.758032987757016,0.9814439567599942
1934,10.67290488274209,0.9803083962435583
1935,10.589332797030286,0.9792035069618249
1936,10.507284091779566,0.9781184032490651
1937,10.426726619113376,0.977072527077379
1938,10.347628723889281,0.9760422970148734
1939,10.269959245002179,0.9750468727426091
1940,10.193687516225662,0.9740760830255574
1941,10.118783366595354,0.9731271124393197
1942,10.04521712033821,0.9722014635467114
1943,9.972959596351894,0.9713019231214258
1944,9.901982107238556,0.9704150311656979
1945,9.83225645789727,0.9695641351233353
1946,9.76379857780127,0.9687181555176424
1947,9.696765526498726,0.9678992307520479
1948,9.63087816857328,0.9671085018228021
1949,9.566122237652776,0.9663438499514059
1950,9.502483692804349,0.9655904696590305
1951,9.439948718940697,0.9648474767210775
1952,9.378503727103038,0.9641297085429477
1953,9.318135354621258,0.963433139505663
1954,9.258830465151906,0.9627419271594102
1955,9.200576148594566,0.9620728579209935
1956,9.143359720887313,0.961417366243636
1957,9.087168723681897,0.9607788961945387
1958,9.031990923899302,0.9601563101696321
1959,8.977814313166462,0.9595384005162517
1960,8.924627107134794,0.9589479876882917
1961,8.872417744681343,0.9583642118795466
1962,8.821174886993257,0.957798541030235
1963,8.770887416536468,0.9572482603805181
1964,8.721544435909259,0.9567071845667777
1965,8.673135266581617,0.956175057167594
1966,8.62564944752119,0.9556679929109166
1967,8.579076733706636,0.9551599701164633
1968,8.53340709452929,0.9546741799642593
1969,8.488630712083937,0.9541929334476311
1970,8.444731241591986,0.9537322237826155
1971,8.401655555676316,0.9532795211989221
1972,8.359421047712921,0.9528338081751431
1973,8.318011501052892,0.952405090621641
1974,8.277410943397998,0.951984272298674
1975,8.237603641745503,0.9515730250563689
1976,8.198574097365588,0.9511798426657219
1977,8.160307040812832,0.9507928279553078
1978,8.122787426973192,0.9504080706794718
1979,8.08600043014793,0.9500430710789376
1980,8.049931439175836,0.9496762417743021
1981,8.01456605259511,0.949328262283063
1982,7.979890073846209,0.9489866381353278
1983,7.945889506516925,0.9486515098144325
1984,7.912550549630984,0.9483290033197549
1985,7.879859592981326,0.948010428446892
1986,7.84780321250927,0.9477014775956608
1987,7.816368165730706,0.9474025971471889
1988,7.785541387210453,0.9471035463929329
1989,7.755309984085804,0.9468223531281409
1990,7.725661231640384,0.9465339625479658
