,0,1,2,3,4,5,6,7,8,9
0,0.14752135080105142,0.13898393509665602,0.1178834621145487,0.10152531712203547,0.0,0.0,0.0,0.0,0.0,0.0
1,0.20286299103108785,0.20761401430682364,0.2171631160081285,0.23248176567131507,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0027475278294380994,0.002723457802831038,0.0026421086008585983,0.0026579393123204835,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0005624336110275737,0.0005985184875315485,0.0006817635302832681,0.0007677202699265711,0.0,0.0,0.0,0.0,0.0,0.0
4,7.116751701121537e-05,8.25677491402248e-05,0.00011167342666465967,0.00013085251007243287,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0005310763259753734,0.0005490956319907106,0.0006263005650553663,0.0005682265199600118,0.0,0.0,0.0,0.0,0.0,0.0
6,0.013751096109217919,0.013636413999109828,0.013226197221602254,0.013365756340385584,0.0,0.0,0.0,0.0,0.0,0.0
7,0.013853230713359109,0.013793346831649497,0.013391098571765597,0.013996862063168207,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0060002157374589166,0.006031589925706728,0.006121393875128573,0.006146762750217896,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0008237467584952843,0.0008448729163910023,0.0009034525654176343,0.0009258980059347029,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0008214492076288194,0.0008306000041781121,0.0008578351881839016,0.0008622751572622243,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0008326064379308169,0.0008285444110797886,0.0008009648467905448,0.0008428964044124487,0.0,0.0,0.0,0.0,0.0,0.0
12,0.00016419322145698123,0.00016091087534079258,0.00015167932756995084,0.00014858545456794385,0.0,0.0,0.0,0.0,0.0,0.0
13,3.703083438513135e-06,3.702578015347845e-06,3.6861671491555992e-06,3.7005464409687227e-06,0.0,0.0,0.0,0.0,0.0,0.0
14,0.29741627439171875,0.3065347870309427,0.33680433038462576,0.33236119961942895,0.0,0.0,0.0,0.0,0.0,0.0
15,0.2952480622804412,0.2963471368725107,0.3065598035815529,0.28742149166818765,0.0,0.0,0.0,0.0,0.0,0.0
16,0.30241147730821816,0.29698707016959053,0.27768766158597835,0.2839942862283684,0.0,0.0,0.0,0.0,0.0,0.0
17,0.266207254773986,0.26304871970588345,0.24964437828615807,0.25945680497449614,0.0,0.0,0.0,0.0,0.0,0.0
18,0.2636885364228077,0.26886446458223096,0.2833592753586547,0.28845222676840704,0.0,0.0,0.0,0.0,0.0,0.0
19,0.01612469343387188,0.01704974513220822,0.019253410511377092,0.02125995085305291,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0025953548964772087,0.002643991287004694,0.00284126716736747,0.002716017796604081,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0026747734003619863,0.002803392104241503,0.0031152911836717914,0.0033787320125992113,0.0,0.0,0.0,0.0,0.0,0.0
22,0.001520487145700782,0.0015049520309193109,0.0015479101316370966,0.00128761132854255,0.0,0.0,0.0,0.0,0.0,0.0
23,1.501646909979831,1.5701995583802766,1.8239355566166504,1.7163655260540631,0.0,0.0,0.0,0.0,0.0,0.0
24,1.5014128199128136,1.4026131598513043,1.1712550318609993,0.9455952187580319,0.0,0.0,0.0,0.0,0.0,0.0
25,1.5905566771264783,1.5407818586962638,1.3198529783832953,1.5019522296335803,0.0,0.0,0.0,0.0,0.0,0.0
26,1.5874116244483103,1.5906888211577064,1.528297564481759,1.734345673145291,0.0,0.0,0.0,0.0,0.0,0.0
