,0,1,2,3,4,5,6,7,8,9
0,0.17469017853727387,0.15656946765087823,0.13188865997225707,0.11266353410157681,0.0,0.0,0.0,0.0,0.0,0.0
1,0.15638842739170555,0.1131998075582652,0.12363766343946063,0.14373045451303468,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0028434712325911726,0.002690597421224396,0.0025881523789505517,0.002627590876151288,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0006263354698409324,0.0005450717045571124,0.0006404668625846421,0.0007471418125331271,0.0,0.0,0.0,0.0,0.0,0.0
4,6.809093025503577e-05,8.3602862360497e-05,0.000117968840943292,0.00013961062056251855,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0004612372992768424,0.0004818764973237993,0.000583081688454758,0.00048370018081121555,0.0,0.0,0.0,0.0,0.0,0.0
6,0.012954127611736059,0.012892809865636184,0.012370694317452607,0.0126554940581449,0.0,0.0,0.0,0.0,0.0,0.0
7,0.01434103463281935,0.013830125533259236,0.013274825857734556,0.01422896169231469,0.0,0.0,0.0,0.0,0.0,0.0
8,0.005642075495937944,0.005171513697668182,0.005280638827578302,0.00529876943456368,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0007556010440367994,0.0008327368406684416,0.0009033796757257266,0.0009237009024233532,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0008517785132055519,0.0008259561055505009,0.0008593506890827654,0.0008601656921302173,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0008949576130308555,0.0008941599678141111,0.0008560451900044053,0.0009220401475476639,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0001497058665105246,0.00016382222771590808,0.00015264750976533837,0.00015008227765601608,0.0,0.0,0.0,0.0,0.0,0.0
13,3.706784245932168e-06,3.667353822726188e-06,3.6398740621563545e-06,3.6634877176323304e-06,0.0,0.0,0.0,0.0,0.0,0.0
14,0.3250096769321691,0.3104715013704852,0.3484565013222187,0.33586795136738085,0.0,0.0,0.0,0.0,0.0,0.0
15,0.30900208534635104,0.31058584421638147,0.32503179417193706,0.29539793634339784,0.0,0.0,0.0,0.0,0.0,0.0
16,0.31774042539454395,0.32399133978514133,0.2994516383680582,0.3124773784800573,0.0,0.0,0.0,0.0,0.0,0.0
17,0.25528081124024654,0.2689817990045345,0.25143580263116827,0.2683008497146097,0.0,0.0,0.0,0.0,0.0,0.0
18,0.27950970032502415,0.2627904867370252,0.2803126050162339,0.2846764192614256,0.0,0.0,0.0,0.0,0.0,0.0
19,0.017325902266614398,0.017073712402508403,0.019623746412587392,0.022060654901012562,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0026666486004740075,0.0028871644228070847,0.003143621470092612,0.0029229942396596627,0.0,0.0,0.0,0.0,0.0,0.0
21,0.002353510992743236,0.0025244828997733077,0.002887305120234333,0.003202630623514566,0.0,0.0,0.0,0.0,0.0,0.0
22,0.001480962754398558,0.001548241587412996,0.0016256209831451939,0.001242206141640263,0.0,0.0,0.0,0.0,0.0,0.0
23,1.670071666621003,1.3210409773674128,1.6459514029406286,1.439214271799274,0.0,0.0,0.0,0.0,0.0,0.0
24,1.4949171961852885,1.3823121549493915,1.1159759349015868,0.8385455987656463,0.0,0.0,0.0,0.0,0.0,0.0
25,1.4890215357241425,1.5366672950182023,1.245593470534803,1.5528807437708614,0.0,0.0,0.0,0.0,0.0,0.0
26,1.627571237624604,1.4765676147196256,1.3800774410086238,1.6893912318979134,0.0,0.0,0.0,0.0,0.0,0.0
