Non-woody tree parts,Woody tree parts,Ground vegetation,Detritus/Decomposers,Soil,SystemA Age
0.3330707231267502,10.595148940214175,1.3285320944742125,3.145169566951752,76.83889698338544,35.51345130540244
0.33634620755130007,10.59349988526806,1.332428957815193,3.1430948455533207,76.83857151524379,35.5333583085497
0.3373742545040964,10.591826104152899,1.333338965704228,3.141422495942213,76.8378631682035,35.54593125101198
0.33270692528912477,10.594512691726043,1.325864755971117,3.1450784853047935,76.83806773344045,35.51991186977692
0.3284937493473733,10.601077673010154,1.320268430245866,3.1492710311728604,76.84034560248801,35.48251571356439
0.32653017448882327,10.603968377532562,1.323586649312939,3.148201586496415,76.84295893508913,35.46954030802204
0.32094749220894503,10.60759418038325,1.3171824757779662,3.153651710534089,76.84574551505057,35.43393567991094
0.317787119227188,10.613644138785812,1.3113012579123695,3.1638574127627486,76.84973502469202,35.39618754535244
0.31474886799129886,10.615875378350017,1.3130268835583432,3.1640015196913835,76.85335710559872,35.376731839324
0.30479911854689723,10.622793705508274,1.2982198413912454,3.172907019057522,76.85783741159644,35.30175196277986
0.29413052712104204,10.636116870081462,1.2832360797754607,3.190121478107673,76.86526051093577,35.19475335889747
0.2892713493827499,10.64312039030634,1.2852184023012772,3.193726736379055,76.87355348791469,35.138640442763645
0.2877576678312792,10.63999103461916,1.2878162623192104,3.195926151281865,76.87983831044716,35.12184798309531
0.291300255605061,10.637000977364647,1.288855796425373,3.203061662527521,76.88394750353625,35.134697366717276
0.295455953166641,10.636691065015976,1.2945103766271255,3.2002596365059883,76.88539869301735,35.173230714094224
0.29677516124567377,10.635049581294998,1.290406419648317,3.196080116705981,76.88569172801525,35.18637007172446
0.29418003741600135,10.637152802839454,1.2839950837983065,3.196882103859193,76.88681613555958,35.16583400273763
0.285410863756678,10.650355880260282,1.2727523037232977,3.19863960817758,76.89004630645948,35.09390518521967
0.2744486031016423,10.66455464629281,1.2589379257212339,3.210084644670117,76.89683505698416,34.98242692410382
0.26691635834581345,10.678060840016151,1.2562520049935837,3.220249811440024,76.90552679572264,34.897461794196786
0.26472377534140884,10.693720464341046,1.2594755144358996,3.2259478851682126,76.91306164970247,34.86500116464534
0.26108278051791683,10.704433860175033,1.2558700069010558,3.236662133086771,76.91909076073404,34.83765502567463
0.2578319394798856,10.706533922242185,1.2457198042825124,3.24659300224271,76.92443108158318,34.78958410916639
0.2539707635709488,10.70723958456556,1.240022167418411,3.2495686854487578,76.92977481251633,34.736740873915465
0.25349756037221777,10.699233280991644,1.2393317840701727,3.246757205862688,76.93426586162278,34.70511877617858
0.25158365228441415,10.69054471126587,1.2390769466121538,3.248133725306151,76.93767043469622,34.68213902339854
0.2488630594567926,10.690072058746628,1.232428934704958,3.254470948136065,76.94074442337676,34.64172833404467
0.23904171730119966,10.70115210914787,1.2201469436217924,3.266658040473579,76.94603233446402,34.55455995517472
0.23013403974422125,10.724417109360546,1.2061860191229374,3.2774481955391486,76.95388228051547,34.44025555906671
0.22599209296541478,10.741281182471528,1.2070295543656893,3.28142834812467,76.96151323702298,34.37517165040245
0.2245202707836516,10.743014987276904,1.207353023314274,3.280347881590221,76.96661361367852,34.34385848074021
0.22281200953132632,10.737531032767697,1.1997710463592797,3.2888515189540803,76.96996428175252,34.29951910279822
0.21682843331402973,10.741039601796238,1.1866806507971726,3.298920865111148,76.97347381921765,34.20902147789795
0.21263205847572914,10.749838703809079,1.1794930386654767,3.304068138615156,76.97855344501896,34.11801996282543
0.20980155235733344,10.752584857721313,1.1855443386252118,3.3029669224674,76.98228546834918,34.0860937904129
0.21154073937706352,10.742184332784358,1.1871048312142065,3.298853936282366,76.98272486604826,34.08205878333753
0.21600580386155543,10.730586503765537,1.189762918061248,3.298708828401806,76.97979969378584,34.09923398006836
0.2193403103567523,10.722226063526199,1.1942602080810838,3.291089777261454,76.97452570382964,34.13393069350401
0.2183787449430131,10.726429733191708,1.1896226671059327,3.2853857781330236,76.96869347947298,34.13098701888332
0.21725744515585535,10.733703301476156,1.181198998018208,3.284387822071875,76.96364332369367,34.078290990187966
0.21470345477321418,10.73405300128234,1.1802773781383435,3.28205875956059,76.95982260731783,34.024689023506006
0.21299186363267117,10.731647609703987,1.1809528207285689,3.279927722126661,76.95597581127755,33.98253637507612
0.2116106169994401,10.730665090557666,1.178865843077853,3.2839427756998285,76.95118464505232,33.93478278508319
0.2143427360294786,10.735686847602551,1.1810613460952526,3.2854862200564776,76.94498677585246,33.92111285910544
0.21746826227893962,10.728376135511821,1.1918047257174895,3.280018057590699,76.93602663262214,33.956772995355465
0.21970837342238494,10.712338441499726,1.1907156028351604,3.2747614223322303,76.92447203845036,33.96429281111383
0.2214498863743096,10.699753411727677,1.1877493375345682,3.278034745139366,76.9119420155387,33.94142279522794
0.22166698271513155,10.68810131598929,1.1922824852639453,3.2745142549101196,76.89983666635585,33.923577689284876
0.2251362641415598,10.67495657815274,1.2024051686536639,3.2684407183083883,76.88770310764187,33.94967007086489
0.229433633944547,10.668299864924958,1.212548668071655,3.2642216807636095,76.87400303978153,34.01211684750801
0.23323228642622973,10.668682133818645,1.211130064216359,3.262744699512111,76.8600064523885,34.05312781421104
0.23413556177124492,10.674213311024307,1.2090272319893505,3.2623901083611124,76.84731239107872,34.070961184108604
0.23707465974200728,10.677755185461933,1.213450064554837,3.252423989413721,76.83565951640297,34.10466629804138
0.24167149409196748,10.677674981471275,1.2232667583059547,3.2392138324085957,76.82225257341712,34.1603327334027
0.24497164390111284,10.666049040910458,1.2205571339174486,3.228700025114957,76.8064382722526,34.16647483783552
0.2487407847087109,10.653582186883927,1.2212587083353645,3.2220960012814794,76.78984007385804,34.15582238315733
0.24648808587121818,10.661815377449795,1.2332576055940894,3.225966871514864,76.77540725265084,34.18296496984051
0.2451153599781366,10.672176569657871,1.231407225724371,3.2339019760085224,76.76376571592075,34.193014411325755
0.24818285079153193,10.669747420526695,1.2240380752833744,3.2347339903677,76.7514456389036,34.169475653025884
