Year,meanBTT,medianBTT
1851,15.575221238938047,2.3185052346612047
1852,15.574813305117695,2.269229734345582
1853,15.574401525913661,2.269956609991883
1854,15.573977412859922,2.270477875008786
1855,15.573532465796733,2.2708095097987275
1856,15.573058173753058,2.271121925850496
1857,15.572546016011499,2.271361953092191
1858,15.571987463356297,2.271585381660397
1859,15.571373979504868,2.271754698759416
1860,15.570697022723303,2.271923260261929
1861,15.569948047626088,2.2720204569976774
1862,15.569118507160262,2.2720857423520737
1863,15.56819985477395,2.272115790019272
1864,15.567183546769153,2.2720683097072003
1865,15.566061044838445,2.2720180875947977
1866,15.564823818785007,2.2719007143867915
1867,15.563463349425236,2.2717814371404192
1868,15.561971131672896,2.271597048988771
1869,15.560338677803596,2.2713762304207337
1870,15.558557520897928,2.2710952405448412
1871,15.556619218461565,2.2707872851188338
1872,15.554515356220042,2.2704386756213535
1873,15.55223755208583,2.2700700553305757
1874,15.549777460294823,2.269646780375338
1875,15.547126775709096,2.2691666569581823
1876,15.54427723828239,2.268664113103174
1877,15.541220637684356,2.268084388302094
1878,15.537948818079295,2.267506259772245
1879,15.534453683054597,2.266851148949744
1880,15.530727200693768,2.2662002390171896
1881,15.526761408788458,2.2654698026706788
1882,15.522548420183464,2.264693059764151
1883,15.518080428248267,2.2638743748644763
1884,15.513349712468221,2.2630153096734538
1885,15.508348644147972,2.262121185664021
1886,15.503069692219409,2.2611966384904534
1887,15.497505429145775,2.2602271518780648
1888,15.491648536913365,2.25918850732643
1889,15.485491813101516,2.258125089436031
1890,15.47902817702139,2.2569932345518433
1891,15.472250675913509,2.255864474445451
1892,15.465152491193582,2.254652746440221
1893,15.457726944735697,2.253440875484653
1894,15.449967505181734,2.252157539923003
1895,15.441867794265232,2.2508192158613323
1896,15.433031107536227,2.249130202484422
1897,15.42724891229431,2.248640759052509
1898,15.42856447684767,2.25218711194951
1899,15.434282186770238,2.2590776623768245
1900,15.44171446079255,2.264431918044971
1901,15.448167073194103,2.267200288160129
1902,15.450936691752936,2.2670637831807907
1903,15.447320692262752,2.26356584586377
1904,15.434639245850532,2.256341538799946
1905,15.406017701269965,2.2430645453462414
1906,15.409492413124932,2.2446965563434054
1907,15.45115849850287,2.2679216735583676
1908,15.445278153288855,2.2750722634828833
1909,15.41716797475025,2.257625996021921
1910,15.404955441712598,2.2437409060560416
1911,15.405246900405658,2.246884697932058
1912,15.407881571538367,2.253612633002501
1913,15.441678233976575,2.270841735430071
1914,15.466232791174777,2.2849557496094888
1915,15.479563394582092,2.289733298586693
1916,15.4788819898971,2.281205722324239
1917,15.424022422830518,2.2517902767053677
1918,15.40012314136182,2.282251113102909
1919,15.431369448162227,2.25368956674365
1920,15.435559031884079,2.2702230423216863
1921,15.386344873784118,2.250590692123648
1922,15.375091053553533,2.237295129323534
1923,15.395910981359968,2.2538398515577756
1924,15.392229497052925,2.262943764444965
1925,15.387283845363708,2.262440697515541
1926,15.364292700767336,2.250634328464783
1927,15.347672392901114,2.244568555087118
1928,15.362094174690165,2.2521803500934037
1929,15.332996262413426,2.2498596520777334
1930,15.302515846750245,2.23695178080885
1931,15.298999645141691,2.234565149825529
1932,15.28640004991541,2.241851713011647
1933,15.267892483521782,2.2384789218907826
1934,15.262277560196244,2.239596582057167
1935,15.224871871491406,2.229640511577318
1936,15.194305581444823,2.2196893369307684
1937,15.228762801846088,2.237906125395254
1938,15.271312736917807,2.2735394661907
1939,15.276960949979303,2.2808620768547923
1940,15.231742232583915,2.255448271630996
1941,15.216607314790698,2.2377145338836875
1942,15.214559571033357,2.238024831480333
1943,15.173426366582504,2.231672627077334
1944,15.189531378952337,2.2384733490847304
1945,15.221724292089133,2.2591298360000343
1946,15.225939650345575,2.2686225801802147
1947,15.229367173294206,2.2628580614274165
1948,15.218389478422694,2.2555490052165417
1949,15.167531909050119,2.234564914117395
1950,15.1335235190434,2.2207444154490292
1951,15.147223435217622,2.2327675320772298
1952,15.162685466330025,2.2526801262385563
1953,15.12407295641735,2.241998917874835
1954,15.048956793309452,2.210404545838843
1955,15.045998397576428,2.2111066834074573
1956,15.09246182203266,2.245216480689396
1957,15.097488080567588,2.2525377501413897
1958,15.063797799700282,2.242262278024822
1959,15.060409671653153,2.2348214138356464
1960,15.06271955144047,2.2410419536770645
1961,15.049168543318226,2.2418069609801856
1962,15.04199178891838,2.2398347292840715
1963,15.020254954899592,2.2341831118968636
1964,15.036540632511333,2.242850743364471
1965,15.06566741631596,2.2479609954577477
1966,15.04183388931335,2.244176643694323
1967,15.002546353980907,2.2328848950040885
1968,14.970401970673754,2.2192260286066388
1969,14.94313604439075,2.2168719832550523
1970,14.933856995386476,2.223190139437142
1971,14.932740003177331,2.2270937705141933
1972,14.931474472627276,2.2270387465403805
1973,14.921087112847152,2.2254309205597855
1974,14.880519286648164,2.218782368302499
1975,14.829128633082915,2.203524167547452
1976,14.813266778598896,2.204158161192167
1977,14.804484221926174,2.2062516355053607
1978,14.772596669579736,2.201061527249911
1979,14.717787113938828,2.19192319738945
1980,14.680252129648053,2.1855466842176834
1981,14.666963632146961,2.183343289435414
1982,14.652515051273266,2.231033948799983
1983,14.641927211168847,2.2294105289509982
1984,14.612926921107919,2.2248471659486713
1985,14.580978508225124,2.2196439211433097
1986,14.574222059240416,2.218504431564135
1987,14.533664288233908,2.211789762028806
1988,14.476409919654719,2.2023830543090113
1989,14.446510303094122,2.197631156502654
1990,14.434558864863053,2.1958601526634336
1991,14.393972593675883,2.1892647260258395
1992,14.366213357747474,2.1848258903917808
