1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000
61.22939271347015,61.197654519882256,61.439771212338506,61.95236881988701,61.45906526410246,61.412596750954116,61.95759524852452,61.305047797765006,61.61870725354925,62.449524622630115,61.99757325156558,61.249544263280654,61.358451503281806,60.76882234585802,61.03430548955093,61.419818210259784,61.670714081507,62.36622030917621,62.19097422554937,61.61248633091659,61.16182251014408,61.64549872529659,61.67676717465863,61.737251056267674,61.28144888770743,61.64886785499749,61.68357800478401,62.46401562480582,62.05309960169419,61.413823555529156,61.58393311628736,61.86952036692671,62.5905196301298,61.70038248158606,61.385562502658374,61.39428744521018,61.239860648710184,61.30173849167288,62.21279056938447,62.26550949801018,62.20790723900168,62.03272506288628,62.432878760897815,61.62714001846247,61.602657554490065,62.35940880822298,62.26243399182834,62.07078829701993,61.21861308903179,61.54259260652144,61.84674339161735,62.08540220424578,61.51509733582188,61.72608205753221,62.83671742021796,62.144312275238605,61.62976197590678,62.35181939717161,62.66619727742975,62.538366438516356,62.46302967269658,62.420458161504044,61.761258277504936,61.91147108858348,61.56863014014164,62.02628958087209,63.0952686949183,62.56698008612257,61.754350541293896,62.658204014406586,63.23837151857974,62.650617751508356,62.239288708066546,62.710253109729464,62.45512262445602,63.125286652118525,62.90211548790384,62.37510263089845,63.59048708328689,63.22570760165408,63.2260739075765,63.40211574671011,63.57895798365619,63.35206284873902,64.31167949611566,64.046698355126,63.017238130387405,62.76215732546679,63.147700447699634,64.17955617820053,63.50556341261218,63.99266158087492,64.41037382317515,63.414922504935014,63.48035176026583,63.6255429640434,63.6023801075529,63.874764990562284,64.80438068909761,64.45734646470055,63.994013495547605,63.98405366061406,65.0927561100177,65.76709650272467,64.40338059389532,64.18742019729355,64.64749929699518,65.3289334851724,64.6004315936891,64.93709524796319,65.09949763927057,65.06087034995535,65.4147387006971,64.74419458283845,64.67811458136335,65.44172660198512,65.68630490397763,65.92361324180462,66.08193694662577,65.78410146846419,66.35954979616051,65.7558948888366,66.00324887912156,66.8006269133209,67.13736312075837,66.67786930332029,67.0487373045396,67.38212022759208,68.26120932983838,67.98503951456814,67.95178893867987,68.10912017778155,68.06990795549643,68.91149002916812,68.67355535281509,68.58833066105996,69.54739546853388,69.99320841037084,69.73795817192727,69.77749039406429,70.7239029271758,70.08045555349628,70.54965602126641,71.03673573427008,71.03314802345884,70.4163042238646,70.83713117395604,71.71034670175439,72.2822665741873,72.61979483352039
22.06779193960488,22.054142202658443,22.140551273623377,22.32552732366726,22.14955108385042,22.13285028757128,22.329755875437208,22.09165811819541,22.207817735518393,22.50394782082892,22.342670757540866,22.071955625950462,22.11178879572641,21.899605058433533,21.994474270413942,22.133604853971406,22.22330235709276,22.477057061566327,22.413742307216985,22.205319917085077,22.040082949215936,22.216678458996427,22.226398277006318,22.249211720878716,22.084371690997372,22.21686311486935,22.23010394219227,22.509089957726385,22.362104928036814,22.130439489972257,22.1941555533673,22.29824567785524,22.556774655912744,22.234313058749265,22.122187143613345,22.125339356658863,22.07032252492877,22.09249738415181,22.419222164059313,22.440378683548275,22.416731333163384,22.35508243926636,22.49779414094479,22.20961775039232,22.19896694994218,22.472865142602586,22.437065123421867,22.36857773115476,22.062914366083806,22.17979187135646,22.289537540362762,22.372879861718058,22.170253113711986,22.243540081617347,22.645170508715555,22.39431112993159,22.20960519906874,22.469502803730645,22.58274470198975,22.53676024473435,22.50928094635684,22.4964331199016,22.258962090653384,22.312929221592544,22.186712534864924,22.354263180138865,22.737517372731745,22.548326170218367,22.25453071098252,22.580324450383742,22.78967936055554,22.57661623329532,22.42927950287008,22.59796128826177,22.50794985558183,22.750921621099973,22.66919226904409,22.477502966084387,22.917075602219153,22.786499072927366,22.786231263231713,22.85129606851897,22.91090452172162,22.83108798389589,23.17407393402751,23.080956166014822,22.710006936170902,22.61729704933673,22.75947460763421,23.127029922130816,22.885104380964165,23.058853304609062,23.214171533349777,22.854668900074998,22.878643091397862,22.927864121251584,22.92103134766074,23.017898763942352,23.354372276704055,23.229546217346734,23.061602128758338,23.060553134990624,23.455860884099796,23.700362695381294,23.207253202783804,23.13364281905531,23.299266371153063,23.54374347707936,23.279283792535885,23.40185177223383,23.46021663629565,23.447188092403884,23.5751206671137,23.33181741306251,23.310616867562093,23.58158557933403,23.671570457583435,23.75546502420905,23.816086277287297,23.709273110693715,23.914444675191405,23.695860136730182,23.78530849439629,24.074428707597175,24.19593260164866,24.030937224024942,24.161370642079817,24.285075462548868,24.598030602223528,24.50033743087215,24.486942945864058,24.544399987669024,24.53034799647049,24.833452532766408,24.74753124957288,24.716529018641282,25.064987517687474,25.22557936970908,25.133757189016777,25.144764112623257,25.48910506240304,25.25455484863939,25.424971885047693,25.599160431753955,25.599129007023564,25.375850840414145,25.52465596317802,25.842204850568002,26.046515456096405,26.17272717696509
12.519378862411005,12.512990294963156,12.562347379470191,12.667679946496827,12.566185669965225,12.557121432062171,12.66779112844766,12.535031723431455,12.59914215918148,12.769138313046932,12.67638001824942,12.52320433405317,12.545680663751316,12.42480701665836,12.479772527819634,12.558180786947869,12.609914222358775,12.751616778332174,12.716274989637785,12.597344303040611,12.50572788794775,12.604797073659498,12.610933029894092,12.623276276482942,12.529595765190937,12.605384837074638,12.611934842451516,12.772222840297925,12.687632110713944,12.557186414068221,12.591595874733471,12.650420895752596,12.797438408340668,12.615746938087295,12.551726082762631,12.553098140779879,12.521684898473055,12.533685699231523,12.720663028787856,12.731017019378875,12.719899404924682,12.683488907808613,12.765482979780927,12.600605886668252,12.595287378495314,12.750338703697025,12.730603142528746,12.691892645076818,12.517104137425987,12.5836690973905,12.645091322165738,12.694614201174948,12.57772465497589,12.621358414782604,12.84794671367924,12.706346419624467,12.601104641263719,12.748425068640945,12.813235177498134,12.786944698793821,12.772080125818572,12.762777422297052,12.62839299780302,12.65835711576819,12.588953567723642,12.682389537563475,12.901165558942642,12.792896300854085,12.62647267825138,12.811634239009454,12.929703306663779,12.810198264647715,12.725747091590598,12.822534681229184,12.769779489959374,12.90720377877773,12.860979859800143,12.753741585132097,13.002363165188678,12.927331415263541,12.928041875777325,12.963762791546326,12.999618974858059,12.953822731003632,13.14942964980225,13.095488604580225,12.884638711889222,12.832952573270504,12.911471999181394,13.122925547970489,12.984491338736069,13.084468814344744,13.169578722541265,12.966552493750394,12.979667378388635,13.009363535649934,13.004860364867902,13.060152615918351,13.250487063137443,13.179134563247587,13.084892872610725,13.082398021669023,13.309630126834364,13.446947204545422,13.168555991604695,13.124008000860869,13.218440082120324,13.357539251078892,13.208680964572823,13.277792310082084,13.310571334029145,13.303005712038798,13.374929991822585,13.238392082090645,13.224098704731082,13.380945951464572,13.430485414933488,13.479342050045583,13.511557055181882,13.450645505686637,13.568342902074892,13.44484450931511,13.49596688197963,13.658332923357182,13.727668179780288,13.632894067720148,13.709373073570035,13.777575843182955,13.957511279744468,13.900579598581887,13.893619547444638,13.925877554657141,13.91755434293376,14.090313415160423,14.041367362140251,14.02452318756767,14.219960730582702,14.311606434430834,14.258553167804397,14.267447020728891,14.460771621147362,14.329540457018778,14.425028001930645,14.524477331249212,14.524057995600355,14.397288702601744,14.483866112531327,14.662145379827287,14.779183802868205,14.848262190709605
8.259332394880843,8.2550414549826,8.287768580486912,8.356928117347548,8.290288515582208,8.283972907261575,8.357487237820568,8.26953874726825,8.311842181995388,8.42398083099612,8.36290405410788,8.262030507662885,8.276658671572395,8.197141537919144,8.23303439097905,8.28505199849074,8.318928431422611,8.412631493169819,8.388985372051676,8.310941959021973,8.250254949262693,8.315485172343493,8.319719116181997,8.327771384114886,8.266312976859028,8.315876257186408,8.320538203287999,8.425911667590064,8.370447218786607,8.28425702416739,8.307083237571074,8.345642252560683,8.442879441413154,8.322914642836459,8.280434741545339,8.28158347166524,8.260670747034995,8.26903797676526,8.391944998110056,8.39904242624049,8.39137712443826,8.367690391588866,8.421693534495882,8.312920073953052,8.309640686962428,8.411719829770712,8.398739983712048,8.372881955694606,8.257876427950437,8.301503531928276,8.342541683782025,8.374775695648749,8.297830329720403,8.32639323371396,8.476124387552048,8.382753661603882,8.313253437707454,8.410682676785358,8.453122365532106,8.435959590013939,8.42580239913153,8.41997975801873,8.331004478081107,8.351267033581896,8.305092224807206,8.366800071793788,8.511083774455955,8.439720453202197,8.330138419138567,8.452004359571086,8.530262855114154,8.451040571501107,8.395602864934977,8.459153751756494,8.424630306051629,8.515010300004532,8.484895583293401,8.413899687577098,8.577816547222238,8.528571748476715,8.528680199975875,8.552366047368151,8.576283947048276,8.545650281331843,8.675140698746784,8.63931239142975,8.500494144852127,8.466034135831404,8.518065407001039,8.657287478104626,8.566370200915395,8.632111702013482,8.68839164870442,8.554142093964131,8.562921825499945,8.582580976016216,8.579385494685194,8.616213524448526,8.741524541570431,8.694796841283795,8.632204656200521,8.630847494992775,8.780440255407893,8.87144975975138,8.687503796849779,8.658273555767666,8.720392781714654,8.812253195084715,8.714091314393745,8.759518003318872,8.781410020420608,8.776129695094523,8.823835884225447,8.733385030383452,8.72447777046606,8.82759041026159,8.860544350939492,8.892570093461307,8.913836124842337,8.873705678188486,8.951282516100799,8.869979115857367,8.903364623690754,9.010813903105113,9.056189039291914,8.994207213479376,9.044302574524838,9.089278466185519,9.207936911702621,9.170566518394763,9.166113681815151,9.187249097419706,9.181989563482123,9.295581813729392,9.263546836798477,9.252068989952088,9.381333089802975,9.441415643274864,9.406984266052742,9.412398094416929,9.540035257727132,9.453339588115552,9.516524735745973,9.582263826885335,9.581715937313671,9.498508808324829,9.555394773829702,9.673094362615107,9.750322986253805,9.79576047656057
5.723906497211338,5.72093786690786,5.743592771395612,5.791527290180079,5.745380664040812,5.741022476944859,5.791971687310852,5.730979516656429,5.760303815065701,5.83798845931687,5.795717795044414,5.725794556052049,5.735958596372584,5.680827391417224,5.7056728264465395,5.74172611028444,5.765197271755202,5.830180139108601,5.8137888479880955,5.75970941018642,5.717598412415875,5.762819597511995,5.765747421282345,5.771378161568293,5.728773638960066,5.763114222051548,5.766344870046992,5.839331005255729,5.800922996954509,5.741178930264735,5.757044359722454,5.783740586988966,5.8511393409594925,5.7679477032064295,5.738523732055985,5.739337323272505,5.72487851728623,5.730668256535374,5.815830285159847,5.8207487721100595,5.81539212714047,5.7990122249658915,5.836438971134924,5.761084859850145,5.758777088247604,5.829535937814843,5.820493694581094,5.802586472860857,5.722908574867954,5.753176480536183,5.781613750187884,5.8039231248478025,5.750602212268576,5.770353312861673,5.874168744030398,5.8094536558563705,5.761324210593177,5.8288091579223495,5.8582178995297,5.8462911762405225,5.839258845077732,5.835255998932734,5.773616937053246,5.78766228758626,5.755617502468657,5.798394647321121,5.898351392350351,5.84895062627292,5.772987200437912,5.857468678972523,5.911686170241037,5.856764386901527,5.818333193253634,5.862372700252296,5.838493043425942,5.901130285582804,5.880269041109539,5.831013233536018,5.944627518302417,5.910532815179077,5.9105565931037845,5.927000480306919,5.94354589185644,5.922343696655901,6.0120690291311405,5.987279594729655,5.891045382605249,5.867186417556596,5.90321954518885,5.999681899017573,5.936701872177975,5.98224556091886,6.021297474181241,5.928211639434534,5.934325812019557,5.947900679977947,5.945726118988041,5.9712233456620005,6.058121059176483,6.025671522505183,5.982340522072688,5.981409785635555,6.0850691542608715,6.148113723069133,6.020629809654464,6.000423228246916,6.043431562696828,6.1071349966682345,6.039055565710694,6.070529611419319,6.085708879949714,6.082075987398027,6.115158032820254,6.052473640044598,6.046296479859809,6.1177051383009164,6.140561202773622,6.1627477598125395,6.177530997126997,6.149682110007364,6.203481392161858,6.147078586568737,6.170219554496651,6.244725108450998,6.276189716964358,6.233236028248753,6.267915053295666,6.299086049930651,6.381283901342627,6.355445590573445,6.352342043701414,6.367029073352263,6.363349986984235,6.442051345435706,6.419830438753336,6.411879256493579,6.5015028491602,6.54316251836152,6.519303489283288,6.52300666619029,6.611475056498845,6.551349489008968,6.59519717733341,6.6407433440328445,6.640386827109872,6.582699247588074,6.622082284594004,6.703712910042343,6.757192557269584,6.788718099381556
4.103715793447898,4.1016030848720995,4.117832921625369,4.152172019151064,4.119105686657265,4.115992802595492,4.152520839356926,4.108789307064777,4.129856150562302,4.185498584231962,4.155204082132304,4.105058104357542,4.112357084879908,4.072912651484186,4.0906572998754145,4.116495683499939,4.133292431659889,4.179902480359951,4.168161012747857,4.12939431997022,4.09919531891686,4.13162947933903,4.133703825837932,4.137755539479059,4.107196896200615,4.1318249610513265,4.134221524170205,4.18648039128301,4.158938156343773,4.116073623719257,4.127470199119087,4.146616820950157,4.194945941084478,4.135292446142283,4.114200494824417,4.1147708410758845,4.104418710550917,4.108557266646209,4.169620563136965,4.173221573293377,4.169315206835474,4.157570461050959,4.1843718329755335,4.130366999159134,4.128767818391418,4.17945860940788,4.172964819327891,4.160112565775025,4.102995361339532,4.1247072848236925,4.145085601472145,4.161084069328087,4.122923787651861,4.1370214254656394,4.2114515473408645,4.165030264453225,4.13054081509697,4.178982983656343,4.2000226080972425,4.191460357745155,4.186400954607009,4.183543911188408,4.1393618357655395,4.149425121384056,4.126451138791794,4.157182102609226,4.2287922142179495,4.193367714081665,4.1388934415593575,4.1994704244842165,4.238404459836265,4.1989803273210216,4.171416671500561,4.202969642281664,4.185864850383003,4.230781171113991,4.215821360565396,4.180505476926734,4.262014075897726,4.237511865233337,4.237532332095934,4.249334801075301,4.261189943930605,4.245986552482339,4.310323103479213,4.292541180063424,4.223520757196995,4.206438545310533,4.232354529481828,4.30145438694054,4.256280060424612,4.2889153975352805,4.31691574095367,4.250193882232668,4.254563767541151,4.2643069328107766,4.262818073740426,4.2810412633502795,4.343322816918361,4.320043818268724,4.289003318056729,4.288390230863076,4.362665828511577,4.407847100903199,4.316424970656457,4.301967631971222,4.332802734835185,4.378477992116284,4.329657982168581,4.352217372821591,4.363110997253549,4.360508266655965,4.384208002674471,4.339284360607373,4.334919796896461,4.386062227763235,4.402433264076887,4.418316656312117,4.428943412655794,4.408978642710175,4.4475532774485504,4.407110008235095,4.42366808546525,4.47710611211471,4.499677751879405,4.468884046034306,4.493742839917972,4.516134079841127,4.575011067820622,4.556496724735023,4.5542550408366385,4.564798330700485,4.56224950959101,4.618601511922611,4.602657038793499,4.596928439884966,4.661202773560262,4.6910828790684,4.673972911958126,4.676626202366008,4.740121998608373,4.696949084214278,4.728387805634853,4.761017401647019,4.760776311686818,4.719477796335155,4.747679422677118,4.806185529302742,4.8444908292999544,4.8671251684998325
3.0516599873542356,3.050039122411102,3.0621376740715256,3.087759621353138,3.063110568203789,3.060782654002342,3.087917582061727,3.0554517364489806,3.0712032431040632,3.1124438029209687,3.0899330336001585,3.0526508097840552,3.05812454318643,3.028823555102068,3.041894743853648,3.0611418129463117,3.0736922348096902,3.1083300253869455,3.0995787554603424,3.0707159682321734,3.048299803853081,3.0725356874718193,3.0739358891992796,3.0769589807864968,3.054238995862427,3.0725996746949957,3.074410908641968,3.113161555589523,3.09270348537458,3.060876769387003,3.06934006951904,3.0835586958436147,3.1194616585326944,3.075136923668466,3.059573445040132,3.05985873518265,3.0521695722256323,3.055252065780116,3.1007034716755726,3.1033885917594466,3.100393219446437,3.091687563685271,3.1116685145089473,3.0714979583629805,3.0703082632687466,3.1079432992299663,3.1031411157673907,3.093717788768532,3.051107190884779,3.06725825613533,3.082411925819489,3.094352365441655,3.0659993895141064,3.0763791579134994,3.131757507602207,3.0972695014569247,3.07163045865366,3.107636849654368,3.1232340813374826,3.1168932783700014,3.11325987140634,3.1110097885460632,3.078157268582158,3.0856374401184707,3.068594362893765,3.091449302457498,3.144619540878468,3.118313426552028,3.0778296164757095,3.122890403122556,3.1518182320810704,3.122458088331723,3.1019869440143792,3.125573926844668,3.1127394799985093,3.146140733546611,3.135009530516675,3.1087860338170366,3.1694207499150115,3.1511927556197614,3.151165578160878,3.159896408912782,3.1687551674930066,3.157563349790655,3.205265037207193,3.1920538937776577,3.140743112874935,3.128086434165811,3.1473584880309877,3.1986509096301194,3.1650953703740754,3.189463842615773,3.210195631223952,3.1605691015862196,3.163824308122324,3.171112355713166,3.170016263891371,3.183475997061252,3.2298190969812905,3.2125335920750393,3.189471372636091,3.189024591997194,3.2441683604432625,3.2777991672982107,3.2098368418186047,3.1991196966551714,3.222011342353171,3.2559328578934363,3.2196654757123317,3.2365619194772353,3.2445395279579814,3.242601301783449,3.2602259261924917,3.226868303554806,3.2236861786887983,3.2615668012840255,3.273774351545237,3.2856115823176473,3.2935386286037285,3.278658735568917,3.3073007074476504,3.277250666922507,3.2896140538288976,3.3293395630087366,3.3461036782669358,3.323168742980016,3.3417164375046355,3.358468648576408,3.4020938261674543,3.3883458755849927,3.386691644408806,3.3945771456138134,3.3926986389574867,3.4344869057918097,3.422667623363512,3.418525737080484,3.4662237726564475,3.488435457598774,3.475696892916848,3.477726162333836,3.524979948488186,3.492755920229768,3.516167354552169,3.540475904384383,3.5402921541060532,3.5095573218604215,3.5304866987534576,3.5740131611918993,3.60252967460469,3.6193692284696994
2.3619630489950185,2.360675650514015,2.3701471153665397,2.3898161589000386,2.370874387774624,2.369033137046947,2.3899707188135038,2.3649973367785595,2.3769985808020246,2.4090208027316526,2.3916132021829863,2.3626669948476366,2.367044452403249,2.3442902308982565,2.3543843285660233,2.36935832896987,2.378947347664653,2.405876398669214,2.399058516384846,2.3766608106213725,2.3594703774815673,2.378020194568303,2.379220076888677,2.381569811764072,2.3639007969039882,2.3782450728318647,2.379550426458311,2.409526260058723,2.3937802507344283,2.369042588986223,2.3756923526632767,2.386659058985549,2.4143968290700504,2.380242456628495,2.368000442388597,2.3683193670715075,2.3623837286996956,2.364694901698254,2.3999819687822055,2.402094354900062,2.3996530527114515,2.392995486414636,2.4083630490262258,2.3773616664023947,2.3766068602313117,2.4054875630256802,2.401919362640025,2.3944356283570642,2.3615450687886055,2.3740600208406435,2.3857228349162276,2.395075623134316,2.373135730854379,2.381075402987776,2.4239995429063024,2.3972333518328286,2.3774558444122365,2.405507502041377,2.4173258550429155,2.4125589668210923,2.4095685100010225,2.407909209714112,2.382494949784029,2.3882221790319407,2.375121653358603,2.392922922035506,2.4338920307110077,2.413591358128062,2.3821971397934307,2.4171270322179947,2.4397184913361434,2.4167421787153485,2.40101624611466,2.419108654567807,2.4092462993345185,2.435112821008133,2.4264408931401737,2.406239401580473,2.453192758363257,2.4390912933001383,2.4389796535393446,2.4457078545097133,2.4526965022781297,2.443794663602224,2.4808843286724693,2.470654334997662,2.430842182917582,2.4211743754189508,2.436163648785453,2.4757052531970327,2.4498478893920743,2.4685336746106152,2.4846953490231987,2.4462830384553245,2.4487257901890898,2.454479290874868,2.453693448110941,2.4639876471820092,2.499893071389066,2.4864341392545035,2.4686840325326016,2.4684090966419627,2.5109392998549795,2.5370260809423995,2.4843043512889658,2.4761819886384013,2.493815632531823,2.5200307285560104,2.492101597127213,2.5049636262569868,2.5112942872419426,2.509772270897483,2.5233235023083145,2.4976687746722805,2.4950255294862647,2.524419002395499,2.5339139534407384,2.542975807613397,2.5492390102668407,2.5376617660248493,2.5597851168173205,2.5366200520937916,2.5460561178956884,2.5769512894781674,2.5898676234497096,2.5720473222116884,2.5865777211902232,2.599319848778241,2.6332099798261637,2.622587673314833,2.621208699812694,2.6274516159728916,2.6260210084886726,2.658237707163893,2.6492187277424373,2.6458248021993858,2.682866078280484,2.7000439831747114,2.6901092943319918,2.6918146688178877,2.728383828481821,2.7033482782449045,2.7215405988862944,2.7402689654873886,2.740195188843718,2.7166458800323396,2.7326290242021027,2.766300410127685,2.788281782755752,2.8014150970212155
1.9034885244034785,1.9026304298009242,1.910046934120444,1.9259112127733533,1.9108168583231164,1.9091718305171737,1.9262273535333585,1.905893070519364,1.915475755231256,1.9416406465148872,1.9273631769030335,1.904139092435199,1.9076031940268976,1.88904196682712,1.8975935841855303,1.9094240704046395,1.9171628813941979,1.939015666527833,1.9333713312894094,1.9155071304422913,1.9014328354292986,1.9164195107118172,1.9176113083266517,1.9192723865497874,1.9051317255397706,1.9166143146411543,1.9176419935879259,1.9419862992903543,1.9291147231209052,1.909172242594401,1.9147006691338746,1.923383896832167,1.9458953918898687,1.9181807801467645,1.9082352242671254,1.9088204805936089,1.903817072571758,1.9057383536165846,1.9342071364932822,1.9356443892771835,1.9340542866833677,1.9284879963669104,1.9408396084608988,1.9160535134430607,1.914984760373979,1.9386955009499136,1.9356555161526807,1.929569140856806,1.9033561589291281,1.9132313091751139,1.9226828255704973,1.9302405845080743,1.9122659422629318,1.919090953142385,1.9534839028401059,1.9318685407917662,1.9161336268752076,1.938308028718619,1.948223009672399,1.9442350776691635,1.9418543088553635,1.9407129852047063,1.920030787289325,1.9246880968966469,1.9142166457251526,1.9281746304425826,1.96161237922985,1.945102634544906,1.9197390814655317,1.9481145650733418,1.9658690875809017,1.9476930370357863,1.9349392654185171,1.9494175778482343,1.9417957497239668,1.9624387729106998,1.9554806642365872,1.939242745719441,1.9768843704617625,1.9656110185832025,1.9655587204030893,1.9712372868749934,1.9765401451475664,1.9694619422179955,1.999537219073514,1.99105746636332,1.9591325781194606,1.9513095296405134,1.9630020746155772,1.995394914407614,1.9742769863095315,1.9893246850401005,2.0026020882568423,1.9714296565473042,1.9734923195833771,1.9781458965176613,1.9771724949533387,1.9859340531159873,2.0146387005998596,2.003812001470235,1.9895960290709636,1.9890774564952596,2.023775172609456,2.0445356920044135,2.0022216689452286,1.9955276627239074,2.0097456230483974,2.0311126351774442,2.008313336739376,2.0186809723299355,2.0240224987948574,2.0225853434396317,2.0336886065473414,2.012816752430953,2.0107157205359383,2.034658780697555,2.042043393550837,2.0494202428375172,2.05451356982728,2.045078784367844,2.063139786850575,2.044212222760134,2.0518732467008465,2.0768782599332454,2.08713817414301,2.073006821896325,2.0844516678152454,2.0947585699509834,2.122333381399871,2.1135039831764924,2.1124834716191,2.1175266424616086,2.1160120503595117,2.142458100648736,2.134948631594097,2.1321750466538707,2.162316473379209,2.1759334751622568,2.1680439680693286,2.169381869582931,2.1985311209560385,2.1788346328091532,2.1932708848884026,2.208295912593831,2.208504370215838,2.189002402782614,2.202324266981282,2.2293328715799783,2.247056843427087,2.2578019385513777
1.5923148822689508,1.5914350664914838,1.5976695329963162,1.61116966729446,1.5981428449874158,1.597060696009865,1.6112089023485932,1.5941258544200052,1.6024998039064249,1.6239130922525977,1.6122243220738794,1.592838453459818,1.5955051458895984,1.58037132138215,1.5871612378903825,1.597155454810178,1.6038412930918806,1.6217348586773335,1.6173085669910185,1.6022311834159408,1.5904725826018937,1.6030820166148505,1.6038201733491713,1.6054552273694398,1.5936642789665194,1.603162992886443,1.603994336449962,1.6243727024361994,1.613620214777825,1.597162724767683,1.601394755992839,1.6089373131658726,1.627669435430162,1.60441041327525,1.596434913085725,1.5964881772048658,1.5925053079602833,1.5942240231376987,1.6177702013232964,1.6191952463761397,1.617699005165738,1.6130827244181416,1.6236698614445904,1.602506589571792,1.6020007995115513,1.6216630014917737,1.6190468942231793,1.6141982593467876,1.5919236586740084,1.6003785614769914,1.6083891367210739,1.6144247480260376,1.5997352956247366,1.605158571255192,1.6339892370708193,1.6161647840459779,1.6025966995760523,1.6214466658665325,1.6296479455542967,1.6262813301958086,1.624299240405317,1.6231875594458247,1.6060604077491578,1.6100868394792738,1.6009983117002617,1.6129976502442176,1.6407894858867,1.6269706333735647,1.6060235515278443,1.6293408805512817,1.6444984666127256,1.629298909881834,1.6184256023918946,1.6308634332069731,1.6240833485714858,1.6415282542040048,1.6358514493982759,1.622022827734072,1.6536203643971894,1.6440782491856096,1.6442851887645997,1.6487128467680765,1.6533213484936529,1.6475526883434173,1.672312106079038,1.6655365386336582,1.6387716834634714,1.6320126381921256,1.642201937590956,1.6689411240403322,1.6513797523453102,1.66423363476653,1.6748970735967754,1.6490829111915937,1.6508682136287582,1.654487046177868,1.6539864093490177,1.6610016367528895,1.6851807782626065,1.6763019007117763,1.6640943747345431,1.6638774031340244,1.6926976382267187,1.7102726080167339,1.6748189411627632,1.6691632226356992,1.681231508804728,1.698843653188109,1.67984837871467,1.6887996373308425,1.6927928213079013,1.6919232191549067,1.7011166667872055,1.6836421587178012,1.6818993398125497,1.7017425211733628,1.7081309722943372,1.7144166256718456,1.7183605572611522,1.7107800831997748,1.7256535867874432,1.7099260757081085,1.7164972285755562,1.7370176653811507,1.745954240218506,1.7339482388355345,1.743558001321776,1.7522548260387125,1.7750375526254605,1.7679156307807593,1.7671508126641968,1.7710497364571824,1.7702168268660476,1.7920314359472687,1.7857575727909798,1.7837546462361022,1.808472506940847,1.82015771882152,1.813578455983934,1.8144438016540207,1.8392178094305305,1.8224088420032447,1.83454822183565,1.8474287240455851,1.8471170201986822,1.831162922382127,1.842099301554906,1.8647569044232568,1.8798058542815514,1.8883962176524642
