Year,meanBTT,medianBTT
1996,14.204674810060256,2.0382119612194707
1997,14.179494943014669,2.0323063934028927
1998,14.15409066751666,2.0263305389391726
1999,14.128462031175122,2.020261763756458
2000,14.102609025326878,2.0140739317238836
2001,14.076531585357392,2.00783183619594
2002,14.050229591036194,2.0014636150588756
2003,14.023702866865989,1.995030340792937
2004,13.996951182444088,1.9884857588931624
2005,13.969974252835163,1.9818657452333799
2006,13.942771738953963,1.975127378351837
2007,13.915343247957082,1.9683345203926144
2008,13.887688333642517,1.961405466731342
2009,13.859806496856038,1.95442628711566
2010,13.831697185903257,1.9473352280255267
2011,13.803359796966413,1.9401579426637423
2012,13.77479367452485,1.932887283100479
2013,13.745998111778176,1.9255339618316083
