Non-woody tree parts,Woody tree parts,Ground vegetation,Detritus/Decomposers,Soil
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.95084068485859,0.0,54.21078265785592,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
115.9508406848586,0.0,54.21078265785593,0.0,0.0
