Non-woody tree parts,Woody tree parts,Ground vegetation,Detritus/Decomposers,Soil,System Age
0.48051948051948057,15.061164641809805,1.9166666666666667,7.083507889959504,107.62480481395437,72.8288897581857
0.4367420600379977,14.783679949905219,1.6676451039846838,6.62560817781421,107.55105074408556,70.97191322367362
0.47000245324802487,14.398034609810514,1.6482640481701814,6.202793606068514,107.35655365322404,69.68383873395652
0.4785670034411471,14.067502805877133,1.690069257375161,5.986830285157158,107.08465102054745,68.69216866792142
0.4802104801127418,13.798504760966754,1.742656631001966,5.888520796126496,106.76670337312035,67.88866820567142
0.48046069797907004,13.582463705132328,1.789881195854304,5.851083187850293,106.42239740753001,67.2133742531168
0.48051342369789446,13.41072813985166,1.8272423262952477,5.843710237372409,106.06439178629152,66.62977808153872
0.4805184180890138,13.27628620783636,1.8551298497082358,5.852246661629129,105.69990037853972,66.11342646833023
0.4805186076430476,13.173441717250457,1.874962532989988,5.869062534196825,105.33353158994872,65.65115949604714
0.480519462241794,13.096710642523268,1.888931534814845,5.88972663425538,104.96874833297811,65.23186251203096
0.4805195920256064,13.042300315587863,1.8984983131853976,5.912915628944969,104.60706109373378,64.84779419790802
0.4805194480442778,13.007040675953302,1.9047731196427267,5.937874216490793,104.24950025447927,64.49484619064347
0.48051944176053407,12.987973694322381,1.9088272424632575,5.9639890778047535,103.8970362701644,64.1694875357774
0.48051947188740096,12.982299030497286,1.9115829849939776,5.991332051610582,103.55032421587175,63.86840565182559
0.4805194852500945,12.987589153573824,1.9134907764052016,6.019527318814869,103.20974734556268,63.588880137193414
0.48051948719571863,13.00248288346595,1.9147272338951313,6.048421874342557,102.87545567898997,63.328918186700605
0.48051948307137704,13.025619040087621,1.915468974661969,6.077862713118594,102.54759923590636,63.08707698414094
0.4805194782241737,13.0556364433528,1.915892615903917,6.107696830067925,102.22632803606467,62.86195796121341
0.48051947800121236,13.091173913175439,1.916174774819177,6.137771220115496,101.91179209921765,62.652203997323426
0.4805194794578873,13.131815452068857,1.9163384261286889,6.168571493175523,101.60397818311834,62.456710745133606
0.4805194802485236,13.175525236425585,1.9164559587506582,6.199313056314474,101.3031107096453,62.27421968033773
0.48051948071731926,13.221796452971901,1.916541709451538,6.229861221329447,101.00916603459879,62.1039649748277
0.48051948092737706,13.270242798818025,1.916600591678973,6.2601535650312865,100.72210100334543,61.94437727042751
0.48051948094179986,13.320477971074167,1.9166375188806077,6.290127664230836,100.44187246125183,61.794874693052776
0.48051948082369034,13.372115666850547,1.9166574045040865,6.319721095738937,100.1684372536846,61.65489224809861
0.4805194806361513,13.424769583257381,1.9166651619970543,6.348871436366435,99.90175222601037,61.52388076914927
0.48051948044228554,13.478053417404885,1.9166657048071551,6.377516262924174,99.64177422359573,61.401305935952685
0.48051948030519576,13.531580866403273,1.9166639463820336,6.405593152222996,99.38846009180732,61.28664735468259
0.48051948028798475,13.584965627362763,1.9166648001693347,6.433039681073744,99.14176667601173,61.17939769418479
0.4805194803993454,13.638038824858334,1.9166692383121555,6.459851682816095,98.90163374122336,61.079120223641404
0.4805194804516225,13.690708401065288,1.9166682383806395,6.486020500035229,98.66797420531039,60.98539665975456
0.4805194804916162,13.742358638135315,1.916667456307332,6.511389485452163,98.44073035731063,60.89767194174814
0.48051948052066096,13.792963061809765,1.9166668697961566,6.53596751376754,98.21980290123524,60.81556245593487
0.48051948054009136,13.84249519782998,1.916666456551037,6.559763459682002,98.00509254109538,60.73869380740535
0.48051948055124194,13.890928571937307,1.9166661942758967,6.582786197896193,97.79649998090224,60.666807232558625
0.48051948055544713,13.938236709873093,1.9166660606746597,6.6050446031107555,97.59392592466695,60.60018381299476
0.4805194805540416,13.984393137378685,1.9166660334512495,6.6265475500263324,97.39727107640067,60.537669877422914
0.48051948054835975,14.029371380195427,1.91666609030959,6.647303913343567,97.20643614011458,60.47911954089976
0.4805194805397362,14.073144964064664,1.9166662089536044,6.667322567763101,97.02132181981983,60.42438929025404
0.4805194805295055,14.115687414727745,1.9166663670872166,6.686612387985579,96.84182881952759,60.37333782454111
0.48051948051900206,14.156972257926013,1.9166665424143505,6.705182248711642,96.66785784324901,60.32582590314897
0.4805194805095605,14.196973019400817,1.9166667126389294,6.723041024641935,96.49930959499525,60.281716201151234
0.48051948050251536,14.2356632248935,1.9166668554648771,6.7401975904770985,96.33608477877749,60.24087317153328
0.4805194804992011,14.27301640014541,1.9166669485961174,6.756660820917777,96.17808409860687,60.203162913945945
0.4805194805009524,14.309006070897892,1.916666969736574,6.772439590664614,96.02520825849457,60.168453049667505
0.4805194805091036,14.343605762892292,1.91666689659017,6.7875427744182515,95.87735796245173,60.13661260247851
0.48051948051309884,14.376749149635623,1.9166668306303611,6.80189394732883,95.7347903254071,60.10770159991131
0.48051948051514554,14.408615560575912,1.9166667849203787,6.815641250381894,95.59698316201799,60.081415902151605
0.48051948051687915,14.439254502691952,1.9166667457363613,6.828821958636977,95.46377613122212,60.05761651681666
0.48051948051832066,14.468695346148879,1.9166667126624692,6.841450795268072,95.33509151410314,60.03620593533051
0.48051948051949095,14.496967461111819,1.9166666852828627,6.853542483449167,95.21085159174474,60.01708749724419
0.480519480520411,14.524100217745902,1.9166666631817022,6.865111746354254,95.09097864523055,60.00016530215412
0.4805194805211017,14.550122986216262,1.9166666459431478,6.876173307157322,94.97539495564423,59.985344126718374
0.48051948052158405,14.575065136688028,1.9166666331513598,6.886741889032363,94.86402280406945,59.972529346612504
0.480519480521879,14.598956039326328,1.9166666243904984,6.896832215153366,94.75678447158987,59.961626863279974
0.48051948052200744,14.621825064296297,1.9166666192447241,6.9064590086943225,94.65360223928913,59.95254303534446
0.48051948052199034,14.643701581763063,1.916666617298197,6.915636992829221,94.55439838825089,59.94518944037235
0.4805194805218486,14.664614961891754,1.9166666181350773,6.924380890732054,94.45909519955882,59.939863159007814
0.4805194805216033,14.684594574847505,1.9166666213395254,6.93270542557681,94.36761495429656,59.936115374562526
0.48051948052127524,14.703669790795443,1.9166666264957015,6.940625320537479,94.27987993354778,59.93391386777377
0.48051948052088544,14.721869979900701,1.916666633187766,6.948155298788054,94.19581241839613,59.933226114756
0.4805194805204548,14.739224512328407,1.9166666409998792,6.955310083502523,94.11533468992528,59.934019287121046
0.48051948052000426,14.755762758243693,1.916666649516201,6.962104397854876,94.03836902921886,59.93626025221338
0.48051948051955484,14.77151408781169,1.916666658320892,6.968552965019106,93.96483771736055,59.939915573462486
0.4805194805191274,14.786507871197527,1.9166666669981123,6.9746705081692015,93.89466303543402,59.94495151085482
0.48051948051874294,14.800773478566335,1.9166666751320223,6.980471750479152,93.82776726452289,59.951334021528
0.4805194805184223,14.814340280083245,1.9166666823067822,6.9859714151229495,93.76407268571084,59.959028760489474
0.4805194805181866,14.827237645913387,1.9166666881065522,6.9911842252745835,93.70350158008154,59.96800108146238
0.4805194805180566,14.83949494622189,1.9166666921154927,6.996124904108045,93.64597622871861,59.97821603786079
0.4805194805180534,14.851141551173887,1.9166666939177641,7.000808174797323,93.59141891270573,59.98963838389742
